Site Name,Easement Holder Name,State,Access,Easement Purpose,Easement Holder Type,Year Established
PACE-00050,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
Floyds Fork Trail Easement,City of Louisville,KY,RA,ENV,JNT,1990
Rivers Edge,"River Fields, Inc.",KY,XA,OTH,NGO,1994
Baker Natural Area - Track #2,Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,2004
PACE-00083,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00084,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00003,Kentucky Department of Agriculture,KY,XA,FARM,JNT,1998
PACE-00025,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2002
Musselman/Hilliard Conservation Easement,City of Louisville,KY,RA,ENV,JNT,2007
Springhouse Barrens State Nature Preserve -  Skees/Haydon/Jeffries tract,Kentucky State Nature Preserves Commission,KY,XA,ENV,STAT,2004
PACE-00089,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00024,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2002
PACE-00006,Kentucky Department of Agriculture,KY,XA,FARM,JNT,1999
"Jefferson Memorial Forest - Mitchell tracts #1, #4, #6",Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,2001
Greenbelt Park - Family Y tract,Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,1999
Dogwood Hill Conservation Easement,City of Louisville,KY,RA,ENV,JNT,2007
PACE-00103,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2005
Donoho Conservation Easement,City of Louisville,KY,RA,ENV,JNT,2001
PACE-00078,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00099,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2005
PACE-00040,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2002
Culbertson Conservation Easement,City of Louisville,KY,RA,ENV,JNT,2004
Greenbelt Park - Wagner tract,Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,1999
Jefferson Memorial Forest - Rayhill tract,Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,1997
PACE-00014,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2000
Jefferson Memorial Forest - Churchman tract,Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,2003
PACE-00045,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
Jefferson Memorial Forest - Coogle tract,Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,1999
Greenbelt Park - Lamotte tract,Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,1999
Greenbelt Park - Mercury Investments and Mangement tract,Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,1999
Greenbelt Park - Barron Tract,Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,1999
PACE-00046,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00058,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00097,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2004
PACE-00007,Kentucky Department of Agriculture,KY,XA,FARM,JNT,1999
Trinity Foundation Conservation Easement,City of Louisville,KY,RA,ENV,JNT,2003
PACE-00095,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2004
Little Dove Farm Conservation Easement,City of Louisville,KY,RA,ENV,JNT,2007
PACE-00104,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2005
Bullitt County Board of Education tract,Kentucky Natural Lands Trust,KY,XA,ENV,NGO,2010
Abraham Lincoln Birthplace National Historic Site,Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,2001
Bob Overton Conservation Area,Kentucky State Nature Preserves Commission,KY,XA,ENV,STAT,2006
Wolf Pen,"River Fields, Inc.",KY,RA,HIST,NGO,1999
Greenbelt Park - Schatten tract,Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,2001
Freibert,"River Fields, Inc.",KY,XA,OTH,NGO,2002
NTS Sutherland 07,"River Fields, Inc.",KY,XA,ENV,NGO,1999
NTS Sutherland 02,"River Fields, Inc.",KY,XA,ENV,NGO,1999
NTS Sutherland 01,"River Fields, Inc.",KY,XA,ENV,NGO,1999
"Livingston County Wildlife Management Area - tract B, C",Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,2004
Mattingly Conservation Easement,City of Louisville,KY,RA,ENV,JNT,2004
PACE-00133,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2007
PACE-00126,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2007
Wallace Farm,"River Fields, Inc.",KY,XA,FARM,NGO,2000
NTS Sutherland 03,"River Fields, Inc.",KY,XA,ENV,NGO,1999
Edyalmoor,"River Fields, Inc.",KY,RA,HIST,NGO,2007
NTS Sutherland 05,"River Fields, Inc.",KY,XA,ENV,NGO,1999
NTS Sutherland 04,"River Fields, Inc.",KY,XA,ENV,NGO,1999
Henchey,"River Fields, Inc.",KY,XA,HIST,NGO,2004
PACE-00094,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2004
PACE-00119,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2006
PACE-00150,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2009
PACE-00109,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2005
PACE-00043,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2002
PACE-00071,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00015,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2000
Renaissance Zone Conservation Easement,City of Louisville,KY,RA,ENV,JNT,2008
PACE-00098,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2004
PACE-00135,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2007
PACE-00113,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2006
PACE-00054,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00130,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2007
Baker Natural Area - Track #1,Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,2004
PACE-00112,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2006
PACE-00059,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00114,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2006
PACE-00100,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2005
PACE-00070,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00146,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2009
PACE-00129,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2007
PACE-00152,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2010
PACE-00009,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2000
PACE-00082,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00147,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2009
PACE-00127,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2007
PACE-00106,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2005
Livingston County Wildlife Management Area and State Natural Area - Bissell Bluff,Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,2004
Carpenter Conservation Area,Kentucky State Nature Preserves Commission,KY,XA,ENV,STAT,2007
PACE-00055,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00111,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2006
PACE-00149,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2009
PACE-00148,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2009
PACE-00057,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00132,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2007
PACE-00144,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2009
PACE-00145,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2009
PACE-00101,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2005
PACE-00151,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2010
PACE-00128,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2007
PACE-00131,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2007
PACE-00092,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2003
PACE-00143,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2009
Cope Conservation Agreement,Red-tail Land Conservancy,IN,UK,ENV,NGO,2003
NTS Sutherland 06,"River Fields, Inc.",KY,XA,ENV,NGO,1999
Jefferson Memorial Forest - Samuels tracts (east & west),Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,2010
PACE-00022,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2001
Tyler-Schooling - tract #1,Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,1999
Greenbelt Park - Jewell tract,Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,1999
Duncan Conservation Easement,City of Louisville,KY,RA,ENV,JNT,2004
PACE-00121,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2007
PACE-00044,Kentucky Department of Agriculture,KY,XA,FARM,JNT,2002
Apple Valley Glades Conservation Area,Kentucky State Nature Preserves Commission,KY,XA,ENV,STAT,2003
Highview Hill - Lewis tract,Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,1997
Whitehead/Allison Lee,"River Fields, Inc.",KY,XA,HIST,NGO,2000
"Oldham County Conservation and Equestrian Park - Morgan Family tracts #1, #4, #5",Kentucky Heritage Land Conservation Fund,KY,OA,ENV,STAT,2003
Robert E. Shell Fen,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,1989
Battaglia Conservation Easement,Six Rivers Regional Land Conservancy,MI,XA,UNK,NGO,1994
Oakland Crest,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,2000
Schwartz Conservation Easement,Six Rivers Regional Land Conservancy,MI,XA,UNK,NGO,1999
Buskirk Conservation Agreement,Red-tail Land Conservancy,IN,UK,ENV,NGO,2004
St. Clair Lakeplain Forest,Michigan Nature Association,MI,OA,ENV,NGO,1993
Kezlarian Conservation Easement,Six Rivers Regional Land Conservancy,MI,XA,UNK,NGO,2008
Long Lake Village,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,2006
Waterworks Wetlands,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,2005
Anna May Baker Conservation Easement,Six Rivers Regional Land Conservancy,MI,XA,UNK,NGO,2008
Oakland Hill II,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,2006
Brandon Township,Michigan Nature Association,MI,OA,ENV,NGO,1994
Steeple Ridge,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,1978
Old Sturbridge Commons,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,1979
Poquosin II,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,1979
The Bailey Preserve,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,2000
Deer Wood Hollow,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,1991
Oakhill Hollow,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,1990
Oakland Hill,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,1996
Whipple Tree Lane,North Oakland Headwaters Land Conservancy,MI,XA,ENV,NGO,1979
Haddon Nursery,North Oakland Headwaters Land Conservancy,MI,XA,FARM,NGO,1999
Cranberry Lake Park Conservation Easement,Six Rivers Regional Land Conservancy,MI,XA,UNK,NGO,2004
Blue Heron Environmental Area Conserv Easement,Six Rivers Regional Land Conservancy,MI,XA,UNK,NGO,2004
Thomson Preserve,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,2000
Oakland Crest II,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,2003
Davis Lake Overlook,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,2003
Gill Landing,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,2008
Drayton Plains Nature Center Conservation Easement,Six Rivers Regional Land Conservancy,MI,XA,UNK,NGO,2005
Bear Creek Nature Park Conservation Easement,Six Rivers Regional Land Conservancy,MI,XA,UNK,NGO,2007
Henrietta Conservation and Recreation Conservancy Easement #,Henrietta Conservation and Recreation Conservancy,MI,XA,FARM,NGO,2007
Lefglen,Michigan Nature Association,MI,OA,ENV,NGO,2007
Yntema Wildlife Oasis,Michigan Nature Association,MI,OA,ENV,NGO,1980
Clarkston Woods,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,2003
Hidden Ridge,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,2000
Forest Pointe Acres,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,2003
Gleisner Conservation Easement,Six Rivers Regional Land Conservancy,MI,XA,UNK,NGO,1999
Village Park,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,1992
Bridge Valley Reserve,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,1996
Ingomar Farms,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,2002
Hummingbird Ridge,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,2000
Waterford Hills Manor,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,1972
Poquosin I,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,1976
Pine Knob Country Est. II,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,1999
Round Lake Shores,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,1994
Cedar Park 2,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,1998
Cedar Park 1,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,1972
Suzanne G. Knorr Preserve,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,1998
Liberty Golf Preserve,North Oakland Headwaters Land Conservancy,MI,XA,UNK,NGO,2000
Little Forks Conservancy Easement # MI-238664,Little Forks Conservancy,MI,XA,ENV,NGO,2007
Little Forks Conservancy Easement # MI-238666,Little Forks Conservancy,MI,XA,ENV,NGO,2006
Little Forks Conservancy Easement # MI-116214,Little Forks Conservancy,MI,XA,ENV,NGO,2001
Wolf Easement,Six Rivers Regional Land Conservancy,MI,XA,UNK,NGO,1993
Freeman Conservation Easement,Six Rivers Regional Land Conservancy,MI,XA,UNK,NGO,2002
Pinehurst Conservation Easement,Six Rivers Regional Land Conservancy,MI,XA,UNK,NGO,2006
CE-LCWM,Land Conservancy of West Michigan,MI,XA,FARM,NGO,2007
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2007
Winnie Easement,Chippewa Watershed Conservancy,MI,XA,OTH,NGO,2006
Van Acker Easement,Chippewa Watershed Conservancy,MI,XA,OTH,NGO,2006
Swetz Easement,Chippewa Watershed Conservancy,MI,XA,OTH,NGO,2005
Owen Easement,Chippewa Watershed Conservancy,MI,XA,OTH,NGO,2005
Litwiller Easement,Chippewa Watershed Conservancy,MI,XA,OTH,NGO,2005
Bartlett Easement,Chippewa Watershed Conservancy,MI,XA,OTH,NGO,2004
Little Forks Conservancy Easement # MI-238658,Little Forks Conservancy,MI,XA,ENV,NGO,2005
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2009
Little Forks Conservancy Easement # MI-113567,Little Forks Conservancy,MI,XA,ENV,NGO,1999
Little Forks Conservancy Easement # MI-238665,Little Forks Conservancy,MI,XA,ENV,NGO,2007
Little Forks Conservancy Easement # MI-238668,Little Forks Conservancy,MI,XA,ENV,NGO,2004
Little Forks Conservancy Easement # MI-113576,Little Forks Conservancy,MI,XA,ENV,NGO,2001
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,1998
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,1998
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,1996
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2000
CE-LCWM,Land Conservancy of West Michigan,MI,XA,OTH,NGO,2000
Little Forks Conservancy Easement # MI-238661,Little Forks Conservancy,MI,XA,ENV,NGO,2007
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2009
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2009
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2007
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2006
CE-LCWM,Land Conservancy of West Michigan,MI,XA,FARM,NGO,2006
CE-LCWM,Land Conservancy of West Michigan,MI,XA,OTH,NGO,2006
CE-LCWM,Land Conservancy of West Michigan,MI,XA,OTH,NGO,2005
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2004
CE-LCWM,Land Conservancy of West Michigan,MI,XA,OTH,NGO,2003
CE-LCWM,Land Conservancy of West Michigan,MI,XA,OTH,NGO,2001
CE-LCWM,Land Conservancy of West Michigan,MI,XA,OTH,NGO,2001
Sponseller Easement,Chippewa Watershed Conservancy,MI,XA,OTH,NGO,2005
Severson Easement,Chippewa Watershed Conservancy,MI,XA,OTH,NGO,2005
Island Lake Easement,Chippewa Watershed Conservancy,MI,XA,OTH,NGO,2001
Groshon Easement,Chippewa Watershed Conservancy,MI,XA,OTH,NGO,2003
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2005
Little Forks Conservancy Easement # MI-116620,Little Forks Conservancy,MI,XA,ENV,NGO,2000
Coldwater River - Dolan Natural Area,Michigan Nature Association,MI,OA,ENV,NGO,1984
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2008
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2008
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2007
CE-LCWM,Land Conservancy of West Michigan,MI,XA,FARM,NGO,2000
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2000
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2009
CE-LCWM,Land Conservancy of West Michigan,MI,XA,FARM,NGO,2005
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2008
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2008
North Point CE,Southwest Michigan Land Conservancy,MI,XA,ENV,NGO,2009
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2005
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2007
Sherwood South,Central Indiana Land Trust,IN,UK,ENV,NGO,2009
Anderson Easement,Mud Creek Conservancy,IN,XA,ENV,NGO,2005
Quirin Easement,Mud Creek Conservancy,IN,XA,ENV,NGO,2005
LAURA LAKE CONSERVATION EASEMENT,Shirley Heinze Land Trust,IN,RA,FOR,NGO,2004
LAURA LAKE CONSERVATION EASEMENT,Shirley Heinze Land Trust,IN,RA,OTH,NGO,1998
Autumn Creek Turkey Creek,Save the Dunes Conservation Fund,IN,UK,ENV,NGO,2003
Red-tail Nature Preserve,Red-tail Land Conservancy,IN,UK,ENV,NGO,2002
Meramec Preserve,Red-tail Land Conservancy,IN,UK,ENV,NGO,2001
Bonham Conservation Agreement,Red-tail Land Conservancy,IN,UK,ENV,NGO,2000
Riverbend II Conservation Agreement,Red-tail Land Conservancy,IN,UK,ENV,NGO,2006
Grandview Conservation Agreement,Red-tail Land Conservancy,IN,UK,ENV,NGO,2006
DeGraw Easement,Mud Creek Conservancy,IN,RA,ENV,NGO,2005
Black Easement,Mud Creek Conservancy,IN,RA,ENV,NGO,2005
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2010
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2010
Little Forks Conservancy Easement # MI-113571,Little Forks Conservancy,MI,XA,ENV,NGO,2000
Olthof Ranier Whispering Oaks,Save the Dunes Conservation Fund,IN,UK,ENV,NGO,2008
Olthof McKinley Briar Cove,Save the Dunes Conservation Fund,IN,UK,ENV,NGO,2008
CE-LCWM,Land Conservancy of West Michigan,MI,XA,FARM,NGO,2007
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2008
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2007
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2007
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2007
CE-LCWM,Land Conservancy of West Michigan,MI,XA,ENV,NGO,2007
Mary Wackerhagen,Kenosha-Racine Land Trust,WI,UK,UNK,NGO,2009
Mary Urhausen,Kenosha-Racine Land Trust,WI,UK,UNK,NGO,2006
Royse Myers,Kenosha-Racine Land Trust,WI,UK,UNK,NGO,2007
Baldwin Farm,Central Indiana Land Trust,IN,UK,FARM,NGO,2007
Bob's Woods C.E.,Central Indiana Land Trust,IN,UK,ENV,NGO,2009
Deer Creek,Save the Dunes Conservation Fund,IN,UK,ENV,NGO,2005
Sawyier Conservation Easement,Save the Dunes Conservation Fund,IN,UK,ENV,NGO,2002
Steussy-Williams Conservation Agreement,Red-tail Land Conservancy,IN,UK,ENV,NGO,2004
Left Gate Farm C.E.,Central Indiana Land Trust,IN,UK,FARM,NGO,2009
Lough Ridge C.E.,Central Indiana Land Trust,IN,UK,ENV,NGO,2009
Sherwood East,Central Indiana Land Trust,IN,UK,ENV,NGO,2009
Sherwood West,Central Indiana Land Trust,IN,UK,ENV,NGO,2009
Smiley's Mill C.E.,Central Indiana Land Trust,IN,UK,ENV,NGO,2009
Stony Creek CE,Central Indiana Land Trust,IN,UK,ENV,NGO,2005
LAURA LAKE CONSERVATION EASEMENT,Shirley Heinze Land Trust,IN,RA,FOR,NGO,2001
LAURA LAKE CONSERVATION EASEMENT,Shirley Heinze Land Trust,IN,RA,FOR,NGO,2002
RUDZINSKI CONSERVATION EASEMENT,Shirley Heinze Land Trust,IN,RA,FOR,NGO,2006
Brush Creek C.E.,Central Indiana Land Trust,IN,UK,ENV,NGO,2009
Crystal Springs C.E.,Central Indiana Land Trust,IN,UK,ENV,NGO,2007
Hinkle Creek C.E. 1,Central Indiana Land Trust,IN,UK,ENV,NGO,2007
Hinkle Creek C.E. 2,Central Indiana Land Trust,IN,UK,ENV,NGO,2007
Jones Farm C.E.,Central Indiana Land Trust,IN,UK,FARM,NGO,2008
LAURA LAKE CONSERVATION EASEMENT,Shirley Heinze Land Trust,IN,RA,FOR,NGO,1999
LAURA LAKE CONSERVATION EASEMENT,Shirley Heinze Land Trust,IN,RA,FOR,NGO,1995
LAURA LAKE CONSERVATION EASEMENT,Shirley Heinze Land Trust,IN,RA,FOR,NGO,2003
Biesterfeldt Easement,Mud Creek Conservancy,IN,XA,ENV,NGO,2007
Biesterfeldt Easement,Mud Creek Conservancy,IN,XA,ENV,NGO,2007
Biesterfeldt Easement,Mud Creek Conservancy,IN,XA,ENV,NGO,2007
Risacher Easement,Mud Creek Conservancy,IN,XA,ENV,NGO,2005
Smietana/Adler Easement,Mud Creek Conservancy,IN,XA,ENV,NGO,2007
Indianapolis Water Co,Mud Creek Conservancy,IN,RA,ENV,NGO,2000
Goodman/Kunz Easement,Mud Creek Conservancy,IN,XA,ENV,NGO,1996
Geneva Lakes Conservancy Easement #,Geneva Lake Conservancy,WI,UK,FARM,NGO,1990
Geneva Lakes Conservancy Easement #,Geneva Lake Conservancy,WI,UK,FARM,NGO,2000
Geneva Lakes Conservancy Easement #,Geneva Lake Conservancy,WI,UK,REC,NGO,2006
Geneva Lakes Conservancy Easement #,Geneva Lake Conservancy,WI,UK,FARM,NGO,1998
Geneva Lakes Conservancy Easement #,Geneva Lake Conservancy,WI,UK,FARM,NGO,1993
